loan_id,customer_id,loan_amount,loan_intent,interest_rate,loan_term_months,grade,dti_ratio,loan_status,application_date
LOAN-000478,CUST-000321,"$14,998.89",DEBTCONSOLIDATION,11.02,60,B,0.2870,Fully Paid,2023-02-15
LOAN-000479,CUST-000322,"$2,395.84",VENTURE,12.31,60,C,0.1756,Current,2023-02-14
LOAN-000480,CUST-000323,"$16,077.43",HOMEIMPROVEMENT,11.93,36,C,0.2112,Fully Paid,2022-12-10
LOAN-000481,CUST-000323,"$12,271.42",HOMEIMPROVEMENT,13.29,48,C,0.2711,Late (16-30 days),2022-12-16
LOAN-000482,CUST-000324,"$25,125.11",VENTURE,12.36,60,C,0.1360,Current,2022-09-08
LOAN-000483,CUST-000325,"$25,192.86",EDUCATION,9.37,60,B,0.1494,Fully Paid,2022-11-27
LOAN-000484,CUST-000326,"$6,137.58",PERSONAL,9.75,24,B,0.2790,Current,2023-02-08
LOAN-000485,CUST-000327,"$6,025.96",VENTURE,10.75,60,B,0.1539,Current,2022-06-08
LOAN-000486,CUST-000328,"$4,912.93",MEDICAL,7.88,12,A,0.3306,Current,2022-04-23
LOAN-000487,CUST-000329,"$17,190.72",VENTURE,11.62,12,C,0.4716,Current,2023-02-05
LOAN-000488,CUST-000329,"$21,464.38",HOMEIMPROVEMENT,12.24,48,C,0.3131,Current,2022-11-28
LOAN-000489,CUST-000330,"$5,613.31",DEBTCONSOLIDATION,5.50,36,A,0.1251,Current,2022-06-05
LOAN-000490,CUST-000330,"$8,155.23",PERSONAL,7.78,36,A,0.1598,Current,2022-06-04
LOAN-000491,CUST-000331,"$24,046.54",HOMEIMPROVEMENT,13.30,60,C,0.1634,Current,2022-10-27
LOAN-000492,CUST-000332,"$7,132.65",PERSONAL,13.16,48,C,0.1481,Fully Paid,2022-02-21
LOAN-000493,CUST-000333,"$11,688.25",VENTURE,7.56,12,A,0.4832,Current,2022-12-09
LOAN-000494,CUST-000333,"$11,530.74",EDUCATION,8.83,24,B,0.2737,Current,2022-12-26
LOAN-000495,CUST-000334,"$22,264.77",HOMEIMPROVEMENT,8.29,60,A,0.1786,Fully Paid,2022-10-07
LOAN-000496,CUST-000334,"$24,048.89",PERSONAL,10.05,36,B,0.2733,Fully Paid,2022-08-01
LOAN-000497,CUST-000335,"$9,887.16",EDUCATION,9.55,24,B,0.1902,Late (16-30 days),2022-09-30
LOAN-000498,CUST-000335,"$6,721.10",MEDICAL,12.05,48,C,0.1956,Fully Paid,2022-11-25
LOAN-000499,CUST-000336,"$12,228.02",DEBTCONSOLIDATION,11.01,24,B,0.2625,Fully Paid,2023-01-08
LOAN-000500,CUST-000337,"$21,445.61",VENTURE,13.32,24,C,0.3010,Fully Paid,2022-06-08
LOAN-000501,CUST-000338,"$2,320.24",MEDICAL,14.64,12,D,0.2290,Late (31-120 days),2022-07-03
LOAN-000502,CUST-000338,"$9,804.28",DEBTCONSOLIDATION,16.76,60,D,0.2293,Fully Paid,2022-05-23
LOAN-000503,CUST-000339,"$7,749.68",HOMEIMPROVEMENT,14.33,36,C,0.3508,Current,2022-10-26
LOAN-000504,CUST-000339,"$9,482.11",EDUCATION,14.23,24,C,0.3356,Current,2022-12-17
LOAN-000505,CUST-000340,"$12,095.37",MEDICAL,9.05,60,B,0.1939,Fully Paid,2022-05-05
LOAN-000506,CUST-000340,"$21,281.30",EDUCATION,9.73,12,B,0.5543,Fully Paid,2022-02-24
LOAN-000507,CUST-000341,"$16,521.71",PERSONAL,9.64,24,B,0.4256,Fully Paid,2022-08-01
LOAN-000508,CUST-000341,"$7,703.73",EDUCATION,9.18,36,B,0.2018,Fully Paid,2022-08-08
LOAN-000509,CUST-000342,"$7,236.15",DEBTCONSOLIDATION,13.96,36,C,0.2333,Late (31-120 days),2023-02-22
LOAN-000510,CUST-000342,"$35,054.70",VENTURE,13.97,12,C,0.5593,Fully Paid,2023-02-16
LOAN-000511,CUST-000343,"$12,602.97",HOMEIMPROVEMENT,9.86,24,B,0.3153,Current,2023-02-21
LOAN-000512,CUST-000344,"$17,654.57",MEDICAL,5.50,60,A,0.2487,Fully Paid,2022-04-10
LOAN-000513,CUST-000344,"$5,655.59",MEDICAL,5.50,12,A,0.2395,Fully Paid,2022-03-04
LOAN-000514,CUST-000345,"$7,543.79",VENTURE,8.76,12,B,0.2998,Current,2022-07-17
LOAN-000515,CUST-000345,"$19,717.00",EDUCATION,10.83,36,B,0.2039,Fully Paid,2022-05-23
LOAN-000516,CUST-000346,"$19,405.89",HOMEIMPROVEMENT,12.05,36,C,0.2553,Fully Paid,2022-05-21
LOAN-000517,CUST-000347,"$5,804.72",PERSONAL,9.69,12,B,0.3456,Current,2022-10-17
LOAN-000518,CUST-000347,"$5,593.25",VENTURE,10.26,48,B,0.2564,Fully Paid,2022-09-27
LOAN-000519,CUST-000348,"$9,714.33",MEDICAL,13.65,48,C,0.1129,Current,2023-02-14
LOAN-000520,CUST-000349,"$4,229.44",DEBTCONSOLIDATION,15.50,24,D,0.1727,Charged Off / Default,2022-07-18
LOAN-000521,CUST-000350,"$9,871.00",DEBTCONSOLIDATION,12.31,24,C,0.2118,Fully Paid,2022-10-28
LOAN-000522,CUST-000350,"$11,247.52",EDUCATION,12.12,60,C,0.1457,Fully Paid,2022-11-15
LOAN-000523,CUST-000351,"$4,427.66",VENTURE,9.49,24,B,0.1697,Fully Paid,2022-10-26
LOAN-000524,CUST-000351,"$8,597.87",VENTURE,7.15,24,A,0.2739,Fully Paid,2022-11-27
LOAN-000525,CUST-000352,"$18,913.08",HOMEIMPROVEMENT,11.68,48,C,0.2708,Current,2022-11-20
LOAN-000526,CUST-000352,"$29,591.03",HOMEIMPROVEMENT,6.31,24,A,0.3346,Current,2022-10-22
LOAN-000527,CUST-000353,"$19,856.56",DEBTCONSOLIDATION,11.61,24,C,0.3878,Current,2022-06-08
LOAN-000528,CUST-000354,"$19,080.48",EDUCATION,11.26,24,B,0.3274,Fully Paid,2022-10-14
LOAN-000529,CUST-000354,"$17,102.30",HOMEIMPROVEMENT,14.90,48,D,0.2703,Current,2022-08-31
LOAN-000530,CUST-000355,"$17,370.39",HOMEIMPROVEMENT,9.55,12,B,0.6173,Fully Paid,2022-10-17
LOAN-000531,CUST-000355,"$3,977.66",PERSONAL,10.29,24,B,0.2012,Fully Paid,2022-12-04
LOAN-000532,CUST-000356,"$10,261.90",PERSONAL,13.89,12,C,0.5771,Current,2023-02-13
LOAN-000533,CUST-000356,"$2,167.99",PERSONAL,12.50,48,C,0.2321,Fully Paid,2023-01-19
LOAN-000534,CUST-000357,"$5,743.88",VENTURE,13.33,24,C,0.3047,Current,2022-11-20
LOAN-000535,CUST-000358,"$13,445.25",DEBTCONSOLIDATION,10.22,24,B,0.2000,Fully Paid,2022-05-16
LOAN-000536,CUST-000358,"$5,244.50",EDUCATION,7.68,24,A,0.1354,Fully Paid,2022-03-23
LOAN-000537,CUST-000359,"$9,739.68",HOMEIMPROVEMENT,11.32,48,B,0.3452,Current,2022-12-11
LOAN-000538,CUST-000360,"$11,214.96",DEBTCONSOLIDATION,8.78,48,B,0.2872,Current,2023-02-16
LOAN-000539,CUST-000360,"$5,937.96",MEDICAL,10.33,24,B,0.0952,Late (16-30 days),2023-03-28
LOAN-000540,CUST-000361,"$14,849.98",EDUCATION,14.55,36,D,0.2682,Late (31-120 days),2022-04-26
LOAN-000541,CUST-000361,"$21,714.66",VENTURE,12.63,60,C,0.1701,Late (31-120 days),2022-07-24
LOAN-000542,CUST-000362,"$12,231.91",HOMEIMPROVEMENT,5.50,60,A,0.1652,Late (16-30 days),2022-11-19
LOAN-000543,CUST-000362,"$8,810.08",DEBTCONSOLIDATION,6.88,60,A,0.2434,Fully Paid,2022-10-04
LOAN-000544,CUST-000363,"$8,926.34",DEBTCONSOLIDATION,14.24,12,C,0.5593,Current,2022-11-09
LOAN-000545,CUST-000364,"$7,149.05",PERSONAL,14.40,24,C,0.2929,Fully Paid,2023-02-18
LOAN-000546,CUST-000364,"$10,813.71",PERSONAL,15.67,36,D,0.2703,Fully Paid,2023-02-03
LOAN-000547,CUST-000365,"$10,767.11",PERSONAL,10.87,48,B,0.1114,Fully Paid,2022-12-29
LOAN-000548,CUST-000365,"$3,925.92",PERSONAL,13.82,48,C,0.2319,Current,2022-12-07
LOAN-000549,CUST-000366,"$11,239.71",PERSONAL,18.52,24,E,0.2312,Charged Off / Default,2022-07-08
LOAN-000550,CUST-000367,"$4,203.37",MEDICAL,18.81,60,E,0.1616,Fully Paid,2022-12-14
LOAN-000551,CUST-000368,"$15,755.37",DEBTCONSOLIDATION,16.00,48,D,0.2910,Fully Paid,2022-09-13
LOAN-000552,CUST-000369,"$3,782.00",VENTURE,12.89,24,C,0.1544,Fully Paid,2022-08-25
LOAN-000553,CUST-000370,"$6,520.29",EDUCATION,12.66,12,C,0.3852,Fully Paid,2023-01-07
LOAN-000554,CUST-000371,"$2,207.33",VENTURE,12.34,48,C,0.2566,Current,2022-10-16
LOAN-000555,CUST-000371,"$2,441.66",HOMEIMPROVEMENT,12.68,48,C,0.1536,Fully Paid,2022-10-30
LOAN-000556,CUST-000372,"$12,774.68",DEBTCONSOLIDATION,16.81,36,D,0.1333,Fully Paid,2022-12-20
LOAN-000557,CUST-000373,"$18,802.79",VENTURE,11.96,24,C,0.2815,Fully Paid,2023-02-14
LOAN-000558,CUST-000373,"$15,829.73",DEBTCONSOLIDATION,10.11,60,B,0.3079,Current,2023-04-01
LOAN-000559,CUST-000374,"$17,508.38",VENTURE,17.12,48,D,0.1184,Late (31-120 days),2022-08-27
LOAN-000560,CUST-000375,"$10,016.53",VENTURE,10.84,48,B,0.1543,Fully Paid,2022-10-26
LOAN-000561,CUST-000375,"$5,516.71",PERSONAL,10.35,24,B,0.2221,Fully Paid,2022-10-01
LOAN-000562,CUST-000376,"$16,644.80",VENTURE,10.15,60,B,0.2875,Fully Paid,2022-09-23
LOAN-000563,CUST-000376,"$3,990.53",MEDICAL,12.39,24,C,0.1567,Current,2022-10-18
LOAN-000564,CUST-000377,"$11,664.88",VENTURE,11.82,60,C,0.2708,Current,2022-11-08
LOAN-000565,CUST-000378,"$4,682.26",EDUCATION,11.12,60,B,0.2705,Current,2022-10-14
LOAN-000566,CUST-000379,"$5,809.90",VENTURE,11.61,48,C,0.1372,Current,2022-08-13
LOAN-000567,CUST-000380,"$35,781.18",EDUCATION,17.07,36,D,0.3463,Charged Off / Default,2023-03-04
LOAN-000568,CUST-000380,"$26,179.81",HOMEIMPROVEMENT,18.15,48,E,0.2367,Fully Paid,2023-02-25
LOAN-000569,CUST-000381,"$11,253.33",PERSONAL,9.42,48,B,0.0973,Current,2022-12-24
LOAN-000570,CUST-000382,"$3,092.89",DEBTCONSOLIDATION,16.06,36,D,0.2325,Late (31-120 days),2023-02-13
LOAN-000571,CUST-000382,"$7,258.60",PERSONAL,13.91,36,C,0.2572,Fully Paid,2023-01-17
LOAN-000572,CUST-000383,"$24,478.59",VENTURE,10.44,12,B,0.5077,Current,2022-06-18
LOAN-000573,CUST-000384,"$9,759.48",EDUCATION,11.94,60,C,0.1504,Fully Paid,2022-04-18
LOAN-000574,CUST-000384,"$6,423.49",HOMEIMPROVEMENT,12.87,48,C,0.1320,Fully Paid,2022-04-03
LOAN-000575,CUST-000385,"$9,017.59",HOMEIMPROVEMENT,13.12,12,C,0.4608,Fully Paid,2022-11-20
LOAN-000576,CUST-000385,"$3,644.85",VENTURE,16.32,48,D,0.1611,Fully Paid,2022-11-04
LOAN-000577,CUST-000386,"$9,905.39",VENTURE,15.57,48,D,0.1267,Charged Off / Default,2022-06-29
LOAN-000578,CUST-000386,"$23,059.12",DEBTCONSOLIDATION,16.92,60,D,0.1861,Current,2022-06-12
LOAN-000579,CUST-000387,"$5,665.92",EDUCATION,9.57,12,B,0.4765,Current,2022-05-09
LOAN-000580,CUST-000387,"$2,812.30",VENTURE,8.38,36,A,0.2576,Current,2022-05-25
LOAN-000581,CUST-000388,"$13,353.75",VENTURE,12.84,36,C,0.1711,Fully Paid,2022-09-14
LOAN-000582,CUST-000388,"$3,206.24",EDUCATION,14.43,36,C,0.1914,Fully Paid,2022-10-09
LOAN-000583,CUST-000389,"$5,548.32",EDUCATION,11.27,48,B,0.1590,Fully Paid,2022-08-14
LOAN-000584,CUST-000390,"$22,078.58",PERSONAL,11.19,60,B,0.1427,Fully Paid,2022-12-01
LOAN-000585,CUST-000391,"$14,817.24",HOMEIMPROVEMENT,14.37,24,C,0.3405,Current,2022-12-13
LOAN-000586,CUST-000392,"$4,161.47",MEDICAL,9.12,48,B,0.1593,Fully Paid,2022-11-02
LOAN-000587,CUST-000392,"$6,800.44",VENTURE,12.30,36,C,0.3285,Fully Paid,2022-11-15
LOAN-000588,CUST-000393,"$12,894.29",MEDICAL,12.91,24,C,0.3102,Fully Paid,2022-03-15
LOAN-000589,CUST-000394,"$14,384.50",DEBTCONSOLIDATION,10.83,36,B,0.2914,Fully Paid,2022-11-05
LOAN-000590,CUST-000394,"$4,299.02",PERSONAL,12.65,36,C,0.1594,Fully Paid,2023-01-23
LOAN-000591,CUST-000395,"$8,127.18",MEDICAL,11.28,12,B,0.4353,Current,2022-09-16
LOAN-000592,CUST-000396,"$11,800.54",HOMEIMPROVEMENT,11.56,60,C,0.1454,Fully Paid,2022-12-09
LOAN-000593,CUST-000397,"$9,028.60",HOMEIMPROVEMENT,11.36,48,B,0.2692,Current,2022-12-10
LOAN-000594,CUST-000397,"$2,933.80",PERSONAL,10.58,48,B,0.1960,Fully Paid,2022-10-03
LOAN-000595,CUST-000398,"$2,626.89",DEBTCONSOLIDATION,11.54,24,C,0.0870,Current,2022-05-25
LOAN-000596,CUST-000399,"$3,421.66",PERSONAL,10.06,48,B,0.1846,Fully Paid,2022-11-17
LOAN-000597,CUST-000400,"$10,563.18",PERSONAL,16.10,12,D,0.3077,Current,2022-06-06
LOAN-000598,CUST-000401,"$3,491.14",VENTURE,5.50,36,A,0.1585,Fully Paid,2022-07-30
LOAN-000599,CUST-000401,"$16,802.08",EDUCATION,5.50,24,A,0.3833,Current,2022-09-01
LOAN-000600,CUST-000402,"$5,980.70",DEBTCONSOLIDATION,8.84,48,B,0.1772,Fully Paid,2022-07-23
LOAN-000601,CUST-000403,"$15,846.16",PERSONAL,10.81,48,B,0.2207,Late (16-30 days),2022-11-18
LOAN-000602,CUST-000404,"$7,198.66",MEDICAL,16.97,60,D,0.1569,Current,2022-09-02
LOAN-000603,CUST-000405,"$2,055.82",VENTURE,12.12,60,C,0.2082,Current,2023-01-03
LOAN-000604,CUST-000406,"$10,036.39",MEDICAL,13.13,12,C,0.5062,Fully Paid,2022-06-02
LOAN-000605,CUST-000407,"$4,333.03",MEDICAL,15.09,24,D,0.2670,Fully Paid,2022-11-11
LOAN-000606,CUST-000408,"$6,177.04",PERSONAL,9.63,24,B,0.2781,Fully Paid,2022-12-15
LOAN-000607,CUST-000409,"$2,311.61",DEBTCONSOLIDATION,14.17,24,C,0.1747,Fully Paid,2023-01-21
LOAN-000608,CUST-000410,"$19,858.45",DEBTCONSOLIDATION,11.86,36,C,0.2652,Fully Paid,2022-10-29
LOAN-000609,CUST-000411,"$11,953.49",DEBTCONSOLIDATION,10.55,24,B,0.2850,Fully Paid,2022-07-23
LOAN-000610,CUST-000412,"$12,767.09",HOMEIMPROVEMENT,10.08,60,B,0.2447,Current,2022-07-27
LOAN-000611,CUST-000412,"$6,256.62",EDUCATION,10.01,60,B,0.1150,Current,2022-09-12
LOAN-000612,CUST-000413,"$8,616.76",DEBTCONSOLIDATION,5.98,60,A,0.1235,Fully Paid,2022-12-06
LOAN-000613,CUST-000413,"$4,664.54",EDUCATION,5.50,60,A,0.2502,Fully Paid,2022-11-17
LOAN-000614,CUST-000414,"$14,345.31",HOMEIMPROVEMENT,16.42,60,D,0.0956,Fully Paid,2023-01-10
LOAN-000615,CUST-000414,"$4,592.82",MEDICAL,14.83,12,D,0.1499,Current,2022-12-20
LOAN-000616,CUST-000415,"$23,326.71",MEDICAL,16.44,60,D,0.2860,Late (31-120 days),2022-08-10
LOAN-000617,CUST-000415,"$9,914.08",PERSONAL,12.13,60,C,0.2193,Current,2022-09-13
LOAN-000618,CUST-000416,"$6,106.82",EDUCATION,12.78,60,C,0.2063,Fully Paid,2022-10-15
LOAN-000619,CUST-000417,"$21,859.05",MEDICAL,11.01,12,B,0.3700,Fully Paid,2022-02-15
LOAN-000620,CUST-000418,"$2,759.56",PERSONAL,11.70,60,C,0.1875,Late (16-30 days),2023-01-29
LOAN-000621,CUST-000419,"$13,780.81",EDUCATION,9.92,24,B,0.3368,Fully Paid,2022-11-23
LOAN-000622,CUST-000419,"$2,469.33",PERSONAL,14.03,48,C,0.1878,Fully Paid,2022-09-27
LOAN-000623,CUST-000420,"$15,283.21",PERSONAL,10.00,60,B,0.1948,Current,2022-10-05
LOAN-000624,CUST-000421,"$2,038.06",PERSONAL,18.92,24,E,0.1638,Fully Paid,2022-03-04
LOAN-000625,CUST-000422,"$4,950.45",HOMEIMPROVEMENT,15.07,48,D,0.1570,Current,2022-12-20
LOAN-000626,CUST-000422,"$21,448.40",EDUCATION,13.06,48,C,0.1938,Current,2023-01-31
LOAN-000627,CUST-000423,"$13,055.48",VENTURE,10.43,12,B,0.4815,Late (16-30 days),2022-02-26
LOAN-000628,CUST-000424,"$4,345.60",HOMEIMPROVEMENT,14.21,12,C,0.3368,Late (31-120 days),2022-06-04
LOAN-000629,CUST-000424,"$4,173.02",VENTURE,11.94,12,C,0.4225,Fully Paid,2022-08-21
LOAN-000630,CUST-000425,"$21,381.92",DEBTCONSOLIDATION,15.25,60,D,0.3163,Current,2023-01-05
LOAN-000631,CUST-000425,"$10,616.01",MEDICAL,15.26,36,D,0.2797,Current,2023-02-02
LOAN-000632,CUST-000426,"$11,181.28",PERSONAL,13.07,48,C,0.2399,Fully Paid,2022-11-15
LOAN-000633,CUST-000427,"$4,423.09",VENTURE,10.23,48,B,0.1767,Fully Paid,2023-02-08
LOAN-000634,CUST-000427,"$5,506.80",VENTURE,12.30,48,C,0.2321,Fully Paid,2023-01-02
LOAN-000635,CUST-000428,"$11,028.41",MEDICAL,11.23,48,B,0.2025,Fully Paid,2022-11-30
LOAN-000636,CUST-000429,"$5,220.15",HOMEIMPROVEMENT,11.03,60,B,0.2602,Fully Paid,2022-03-24
LOAN-000637,CUST-000429,"$7,778.65",DEBTCONSOLIDATION,10.23,60,B,0.1990,Current,2022-05-20
LOAN-000638,CUST-000430,"$14,476.06",HOMEIMPROVEMENT,12.67,36,C,0.1420,Late (31-120 days),2023-03-17
LOAN-000639,CUST-000431,"$8,726.53",DEBTCONSOLIDATION,11.37,12,B,0.5475,Fully Paid,2022-07-01
LOAN-000640,CUST-000431,"$5,103.33",MEDICAL,11.31,12,B,0.3049,Current,2022-06-05
LOAN-000641,CUST-000432,"$13,143.58",VENTURE,10.71,24,B,0.2796,Current,2022-12-10
LOAN-000642,CUST-000433,"$7,944.56",DEBTCONSOLIDATION,9.37,12,B,0.3785,Current,2022-12-21
LOAN-000643,CUST-000434,"$2,912.40",DEBTCONSOLIDATION,13.26,12,C,0.2542,Current,2022-09-05
LOAN-000644,CUST-000435,"$8,264.27",DEBTCONSOLIDATION,7.73,12,A,0.4505,Current,2022-09-25
LOAN-000645,CUST-000435,"$2,950.49",HOMEIMPROVEMENT,7.70,24,A,0.2183,Fully Paid,2022-09-06
LOAN-000646,CUST-000436,"$4,755.46",EDUCATION,14.11,12,C,0.3246,Fully Paid,2023-02-05
LOAN-000647,CUST-000437,"$20,547.32",PERSONAL,10.39,60,B,0.2240,Fully Paid,2022-09-19
LOAN-000648,CUST-000437,"$14,472.96",VENTURE,7.73,48,A,0.2198,Fully Paid,2022-11-16
LOAN-000649,CUST-000438,"$5,968.39",MEDICAL,8.08,48,A,0.2609,Late (16-30 days),2022-05-08
LOAN-000650,CUST-000439,"$6,495.55",PERSONAL,13.44,48,C,0.1008,Current,2023-01-16
LOAN-000651,CUST-000439,"$14,356.69",PERSONAL,9.48,36,B,0.1945,Late (16-30 days),2023-01-25
LOAN-000652,CUST-000440,"$9,579.42",PERSONAL,12.03,36,C,0.2067,Current,2022-08-05
LOAN-000653,CUST-000440,"$21,258.10",PERSONAL,8.76,36,B,0.2792,Fully Paid,2022-06-28
LOAN-000654,CUST-000441,"$9,257.06",HOMEIMPROVEMENT,17.76,24,E,0.3614,Charged Off / Default,2022-10-29
LOAN-000655,CUST-000442,"$11,754.93",MEDICAL,7.31,12,A,0.5480,Fully Paid,2022-08-04
LOAN-000656,CUST-000443,"$5,420.57",MEDICAL,12.00,36,C,0.1918,Fully Paid,2023-01-21
LOAN-000657,CUST-000444,"$5,195.88",EDUCATION,8.43,48,A,0.1137,Late (16-30 days),2022-08-30
LOAN-000658,CUST-000445,"$9,741.02",DEBTCONSOLIDATION,13.19,24,C,0.2823,Current,2022-10-23
LOAN-000659,CUST-000445,"$8,456.28",PERSONAL,14.13,24,C,0.3947,Fully Paid,2023-01-12
LOAN-000660,CUST-000446,"$14,580.41",MEDICAL,11.05,48,B,0.1890,Fully Paid,2022-10-19
LOAN-000661,CUST-000447,"$14,742.84",HOMEIMPROVEMENT,6.66,12,A,0.5375,Fully Paid,2022-11-04
LOAN-000662,CUST-000448,"$15,315.15",PERSONAL,12.20,60,C,0.2893,Late (16-30 days),2022-08-13
LOAN-000663,CUST-000448,"$13,393.00",HOMEIMPROVEMENT,12.91,12,C,0.4109,Current,2022-05-12
LOAN-000664,CUST-000449,"$5,275.60",PERSONAL,13.67,36,C,0.2048,Late (31-120 days),2022-08-17
LOAN-000665,CUST-000449,"$10,592.41",EDUCATION,17.17,36,D,0.3638,Late (31-120 days),2022-07-01
LOAN-000666,CUST-000450,"$12,820.31",DEBTCONSOLIDATION,7.07,24,A,0.1699,Fully Paid,2022-08-08
LOAN-000667,CUST-000451,"$7,996.58",MEDICAL,15.16,48,D,0.2498,Charged Off / Default,2022-04-03
LOAN-000668,CUST-000452,"$12,694.49",HOMEIMPROVEMENT,10.21,12,B,0.4401,Fully Paid,2023-01-10
LOAN-000669,CUST-000452,"$4,466.69",VENTURE,7.51,12,A,0.3691,Current,2023-01-19
LOAN-000670,CUST-000453,"$7,742.99",DEBTCONSOLIDATION,8.71,24,B,0.2693,Late (16-30 days),2022-12-03
LOAN-000671,CUST-000454,"$14,259.74",HOMEIMPROVEMENT,13.36,36,C,0.3402,Late (16-30 days),2022-12-22
LOAN-000672,CUST-000454,"$16,235.04",VENTURE,16.50,60,D,0.1268,Fully Paid,2022-10-14
LOAN-000673,CUST-000455,"$3,770.51",EDUCATION,13.17,24,C,0.1320,Late (16-30 days),2023-02-13
LOAN-000674,CUST-000456,"$14,602.06",EDUCATION,12.74,48,C,0.1886,Fully Paid,2022-04-04
LOAN-000675,CUST-000456,"$13,747.85",MEDICAL,10.10,24,B,0.3195,Fully Paid,2022-04-13
LOAN-000676,CUST-000457,"$27,796.47",PERSONAL,12.49,60,C,0.1616,Fully Paid,2022-09-21
LOAN-000677,CUST-000458,"$7,246.82",DEBTCONSOLIDATION,5.50,36,A,0.2034,Current,2022-09-15
LOAN-000678,CUST-000458,"$14,959.06",VENTURE,7.42,12,A,0.3933,Fully Paid,2022-08-28
LOAN-000679,CUST-000459,"$11,714.96",PERSONAL,17.26,36,D,0.3547,Current,2022-04-22
LOAN-000680,CUST-000460,"$10,332.30",MEDICAL,15.06,60,D,0.2960,Late (16-30 days),2022-08-11
LOAN-000681,CUST-000460,"$9,111.76",HOMEIMPROVEMENT,15.55,36,D,0.3380,Late (16-30 days),2022-08-27
LOAN-000682,CUST-000461,"$9,196.53",PERSONAL,7.01,60,A,0.2636,Current,2022-10-07
LOAN-000683,CUST-000462,"$3,871.00",PERSONAL,15.77,60,D,0.2505,Current,2022-11-08
LOAN-000684,CUST-000463,"$6,313.93",EDUCATION,14.30,48,C,0.1640,Current,2022-03-22
LOAN-000685,CUST-000464,"$3,565.13",DEBTCONSOLIDATION,11.08,48,B,0.2622,Current,2022-07-29
LOAN-000686,CUST-000464,"$2,670.62",MEDICAL,11.29,12,B,0.3289,Fully Paid,2022-06-23
LOAN-000687,CUST-000465,"$23,676.88",DEBTCONSOLIDATION,11.14,60,B,0.2034,Current,2022-07-19
LOAN-000688,CUST-000466,"$3,511.21",HOMEIMPROVEMENT,15.06,12,D,0.2546,Fully Paid,2022-03-27
LOAN-000689,CUST-000466,"$8,555.16",VENTURE,10.78,36,B,0.3478,Fully Paid,2022-05-25
LOAN-000690,CUST-000467,"$8,903.13",DEBTCONSOLIDATION,9.50,36,B,0.1505,Current,2022-06-18
LOAN-000691,CUST-000467,"$10,065.20",MEDICAL,9.73,24,B,0.3810,Fully Paid,2022-04-29
LOAN-000692,CUST-000468,"$5,645.59",EDUCATION,14.05,12,C,0.3278,Fully Paid,2022-09-29
LOAN-000693,CUST-000469,"$39,492.79",DEBTCONSOLIDATION,12.86,60,C,0.3200,Charged Off / Default,2022-10-28
LOAN-000694,CUST-000470,"$17,927.07",PERSONAL,13.97,60,C,0.3260,Fully Paid,2022-12-07
LOAN-000695,CUST-000471,"$10,815.78",EDUCATION,12.63,24,C,0.3037,Fully Paid,2023-02-21
LOAN-000696,CUST-000472,"$37,461.99",DEBTCONSOLIDATION,9.99,60,B,0.2233,Late (16-30 days),2022-04-11
LOAN-000697,CUST-000473,"$19,442.31",MEDICAL,15.80,24,D,0.3374,Current,2022-07-26
LOAN-000698,CUST-000473,"$15,239.92",EDUCATION,13.47,36,C,0.3429,Late (16-30 days),2022-08-17
LOAN-000699,CUST-000474,"$4,353.42",HOMEIMPROVEMENT,8.95,36,B,0.1897,Fully Paid,2022-10-13
LOAN-000700,CUST-000475,"$5,917.67",DEBTCONSOLIDATION,13.33,36,C,0.2828,Current,2023-01-09
LOAN-000701,CUST-000475,"$12,860.18",EDUCATION,12.43,12,C,0.4315,Current,2022-11-21
LOAN-000702,CUST-000476,"$2,974.37",EDUCATION,17.05,12,D,0.2456,Fully Paid,2022-11-20
LOAN-000703,CUST-000477,"$5,625.95",PERSONAL,13.57,48,C,0.2597,Fully Paid,2022-11-24
LOAN-000704,CUST-000477,"$9,962.05",PERSONAL,15.17,24,D,0.2103,Fully Paid,2023-02-02
LOAN-000705,CUST-000478,"$18,609.11",MEDICAL,11.34,36,B,0.2854,Fully Paid,2022-12-14
LOAN-000706,CUST-000479,"$9,635.73",MEDICAL,9.75,48,B,0.1431,Current,2022-10-13
LOAN-000707,CUST-000479,"$16,712.18",DEBTCONSOLIDATION,11.86,24,C,0.3033,Fully Paid,2022-08-05
LOAN-000708,CUST-000480,"$15,018.06",PERSONAL,13.83,60,C,0.1523,Fully Paid,2023-03-09
LOAN-000709,CUST-000481,"$2,727.72",DEBTCONSOLIDATION,16.25,12,D,0.2739,Current,2022-11-08
LOAN-000710,CUST-000481,"$12,437.52",VENTURE,14.30,48,C,0.2965,Fully Paid,2022-11-28
LOAN-000711,CUST-000482,"$13,823.01",EDUCATION,13.11,60,C,0.2098,Charged Off / Default,2022-12-27
LOAN-000712,CUST-000483,"$20,495.88",DEBTCONSOLIDATION,6.46,48,A,0.2015,Fully Paid,2022-09-05
LOAN-000713,CUST-000484,"$9,158.74",EDUCATION,9.30,36,B,0.2732,Current,2023-01-27
LOAN-000714,CUST-000484,"$2,145.12",VENTURE,8.37,60,A,0.2345,Fully Paid,2023-03-01
LOAN-000715,CUST-000485,"$13,179.79",EDUCATION,10.74,48,B,0.2322,Fully Paid,2022-04-07
LOAN-000716,CUST-000486,"$5,094.03",HOMEIMPROVEMENT,8.83,48,B,0.1431,Fully Paid,2022-07-12
