report_id,customer_id,fico_score,cb_person_default_on_file,total_open_credit_lines,revolving_utilization_pct,derogatory_public_records,past_due_30_59_days_count,past_due_60_89_days_count,past_due_90_plus_days_count,report_date
CBR-000707,CUST-000707,663,N,16,43.96,0,0,0,0,2022-09-11
CBR-000708,CUST-000708,756,N,10,33.32,0,0,0,0,2023-04-10
CBR-000709,CUST-000709,677,N,6,39.36,0,0,0,0,2022-12-31
CBR-000710,CUST-000710,643,N,6,51.43,0,0,0,0,2022-11-17
CBR-000711,CUST-000711,625,N,8,65.67,0,3,0,0,2022-03-13
CBR-000712,CUST-000712,689,N,13,26.94,0,0,0,0,2023-02-25
CBR-000713,CUST-000713,610,N,14,23.73,0,0,0,0,2022-03-25
CBR-000714,CUST-000714,759,N,8,6.74,0,0,0,0,2022-06-20
CBR-000715,CUST-000715,597,Y,8,36.04,0,0,0,0,2022-10-22
CBR-000716,CUST-000716,773,N,7,27.38,0,0,0,0,2022-10-05
CBR-000717,CUST-000717,650,Y,7,9.24,0,0,0,0,2022-08-13
CBR-000718,CUST-000718,594,Y,5,42.11,0,1,0,0,2022-04-14
CBR-000719,CUST-000719,683,N,6,24.75,0,0,0,0,2022-08-15
CBR-000720,CUST-000720,603,Y,7,33.56,0,0,0,0,2022-10-04
CBR-000721,CUST-000721,672,N,7,31.04,0,0,0,0,2023-02-12
CBR-000722,CUST-000722,629,N,5,11.25,0,2,0,0,2022-06-06
CBR-000723,CUST-000723,736,N,9,25.27,0,0,0,0,2023-05-07
CBR-000724,CUST-000724,679,N,8,57.82,0,0,0,0,2022-12-16
CBR-000725,CUST-000725,586,Y,4,25.66,0,0,0,0,2022-12-29
CBR-000726,CUST-000726,628,N,12,23.21,0,0,0,0,2022-10-03
CBR-000727,CUST-000727,719,Y,11,8.55,0,0,0,0,2022-07-28
CBR-000728,CUST-000728,760,N,9,4.62,0,0,0,0,2022-10-17
CBR-000729,CUST-000729,666,N,12,6.01,0,0,0,0,2022-04-21
CBR-000730,CUST-000730,596,Y,10,20.84,0,1,2,0,2023-03-20
CBR-000731,CUST-000731,743,N,11,37.95,0,0,0,0,2022-05-23
CBR-000732,CUST-000732,719,N,7,19.11,0,0,0,0,2022-12-29
CBR-000733,CUST-000733,761,N,13,9.63,0,0,0,0,2022-08-21
CBR-000734,CUST-000734,690,N,5,33.98,0,0,0,0,2022-06-20
CBR-000735,CUST-000735,633,N,8,51.74,0,0,0,0,2023-03-17
CBR-000736,CUST-000736,706,N,11,33.96,0,0,0,0,2022-08-19
CBR-000737,CUST-000737,692,N,6,64.87,0,0,0,0,2023-03-18
CBR-000738,CUST-000738,629,N,8,21.50,2,0,0,0,2022-05-17
CBR-000739,CUST-000739,683,N,5,41.20,0,0,0,0,2022-09-27
CBR-000740,CUST-000740,656,N,4,40.42,0,0,0,0,2022-05-21
CBR-000741,CUST-000741,722,N,9,55.95,0,0,0,0,2022-07-31
CBR-000742,CUST-000742,704,N,6,80.09,0,0,0,0,2023-02-08
CBR-000743,CUST-000743,596,Y,10,46.49,0,0,0,0,2022-05-21
CBR-000744,CUST-000744,589,Y,7,37.35,0,1,0,0,2022-10-23
CBR-000745,CUST-000745,663,N,11,48.87,0,0,0,0,2022-04-16
CBR-000746,CUST-000746,672,N,8,74.77,0,0,0,0,2022-06-03
CBR-000747,CUST-000747,723,N,8,27.03,0,0,0,0,2022-05-27
CBR-000748,CUST-000748,705,N,6,32.15,0,0,0,0,2022-09-30
CBR-000749,CUST-000749,772,N,13,5.45,0,0,0,0,2023-02-17
CBR-000750,CUST-000750,637,N,6,63.36,0,0,0,0,2022-08-23
CBR-000751,CUST-000751,633,N,4,76.09,1,0,0,0,2022-04-01
CBR-000752,CUST-000752,602,N,8,35.61,0,0,0,0,2022-05-10
CBR-000753,CUST-000753,722,N,9,53.48,0,0,0,0,2022-08-27
CBR-000754,CUST-000754,671,N,11,50.71,0,0,0,0,2022-07-27
CBR-000755,CUST-000755,540,Y,8,34.06,0,0,0,0,2022-12-25
CBR-000756,CUST-000756,684,N,6,72.92,0,0,0,0,2023-02-21
CBR-000757,CUST-000757,688,N,10,40.03,0,0,0,0,2022-10-07
CBR-000758,CUST-000758,659,N,2,57.83,0,0,0,0,2023-05-03
CBR-000759,CUST-000759,690,N,7,38.69,0,0,0,0,2023-05-11
CBR-000760,CUST-000760,584,Y,8,51.55,0,0,0,0,2022-11-18
CBR-000761,CUST-000761,784,N,10,81.78,0,0,0,0,2023-02-03
CBR-000762,CUST-000762,696,Y,6,22.15,0,0,0,0,2023-03-29
CBR-000763,CUST-000763,545,N,17,49.55,0,1,1,0,2022-11-02
CBR-000764,CUST-000764,669,N,10,34.15,0,0,0,0,2023-02-03
CBR-000765,CUST-000765,698,N,8,61.89,0,0,0,0,2022-09-27
CBR-000766,CUST-000766,592,N,10,38.87,0,0,0,0,2022-12-31
CBR-000767,CUST-000767,707,N,7,21.48,0,1,0,0,2022-08-05
CBR-000768,CUST-000768,787,N,12,28.77,0,0,0,0,2022-05-25
CBR-000769,CUST-000769,624,N,11,32.96,0,0,0,0,2022-07-17
CBR-000770,CUST-000770,699,Y,7,57.26,0,0,0,0,2023-01-13
CBR-000771,CUST-000771,684,N,7,40.97,0,0,0,0,2022-10-12
CBR-000772,CUST-000772,737,N,6,24.33,0,0,0,0,2022-11-10
CBR-000773,CUST-000773,662,N,9,18.07,0,0,0,0,2022-08-24
CBR-000774,CUST-000774,595,N,5,17.02,0,0,0,0,2022-11-13
CBR-000775,CUST-000775,733,N,4,38.28,0,0,0,0,2022-08-01
CBR-000776,CUST-000776,599,Y,7,50.89,0,1,0,0,2023-02-09
CBR-000777,CUST-000777,796,N,13,5.77,0,0,0,0,2022-05-31
CBR-000778,CUST-000778,709,N,10,61.06,0,0,0,0,2022-05-27
CBR-000779,CUST-000779,628,N,12,48.45,0,0,0,0,2022-07-29
CBR-000780,CUST-000780,747,N,7,29.26,0,0,0,0,2022-07-08
CBR-000781,CUST-000781,669,N,6,11.48,0,0,0,0,2023-05-08
CBR-000782,CUST-000782,654,N,9,62.76,0,0,0,0,2023-01-31
CBR-000783,CUST-000783,622,N,4,35.12,0,0,0,0,2023-04-01
CBR-000784,CUST-000784,538,N,4,46.51,0,0,0,0,2022-06-21
CBR-000785,CUST-000785,712,N,7,63.47,0,0,0,0,2022-12-27
CBR-000786,CUST-000786,556,Y,6,23.05,0,0,0,0,2022-12-24
CBR-000787,CUST-000787,614,N,11,10.52,0,0,0,0,2022-11-16
CBR-000788,CUST-000788,700,N,7,44.44,0,0,0,0,2022-07-31
CBR-000789,CUST-000789,634,N,8,27.44,0,0,0,0,2023-03-10
CBR-000790,CUST-000790,681,N,15,6.77,0,0,0,0,2022-07-22
CBR-000791,CUST-000791,585,Y,9,2.18,1,0,0,0,2022-07-20
CBR-000792,CUST-000792,645,N,4,56.42,0,0,0,0,2022-08-17
CBR-000793,CUST-000793,681,N,10,2.22,0,0,0,0,2022-04-18
CBR-000794,CUST-000794,603,N,7,36.14,0,0,0,0,2023-04-03
CBR-000795,CUST-000795,788,N,10,36.35,0,0,0,0,2022-11-16
CBR-000796,CUST-000796,625,N,7,60.35,0,0,0,0,2022-09-01
CBR-000797,CUST-000797,766,N,9,9.99,0,0,0,0,2022-03-12
CBR-000798,CUST-000798,658,N,11,45.34,0,0,0,0,2022-09-30
CBR-000799,CUST-000799,560,Y,11,60.54,0,0,0,0,2022-09-06
CBR-000800,CUST-000800,590,N,11,76.37,0,0,0,0,2022-08-13
CBR-000801,CUST-000801,682,N,8,31.27,0,0,0,0,2022-06-07
CBR-000802,CUST-000802,742,N,8,31.36,0,0,0,0,2022-08-16
CBR-000803,CUST-000803,793,N,9,18.88,0,0,0,0,2022-10-13
CBR-000804,CUST-000804,678,N,3,47.44,0,0,0,0,2022-09-03
CBR-000805,CUST-000805,587,N,4,37.85,0,0,0,0,2022-12-19
CBR-000806,CUST-000806,689,N,9,29.05,0,0,0,0,2022-06-19
CBR-000807,CUST-000807,612,Y,5,77.74,0,3,0,0,2022-09-23
CBR-000808,CUST-000808,697,Y,14,55.84,0,0,0,0,2023-04-29
CBR-000809,CUST-000809,604,Y,11,27.72,0,0,0,0,2022-08-31
CBR-000810,CUST-000810,523,Y,7,20.01,1,0,0,0,2022-07-02
CBR-000811,CUST-000811,762,N,10,21.74,0,0,0,0,2022-10-29
CBR-000812,CUST-000812,654,N,6,62.71,0,0,0,0,2023-02-12
CBR-000813,CUST-000813,673,N,8,21.10,0,0,0,0,2022-12-05
CBR-000814,CUST-000814,739,N,10,58.23,0,0,0,0,2022-09-11
CBR-000815,CUST-000815,801,N,7,63.88,0,0,0,0,2023-02-13
CBR-000816,CUST-000816,720,N,7,71.65,0,0,0,0,2023-01-27
CBR-000817,CUST-000817,677,N,10,37.90,0,0,0,0,2022-06-16
CBR-000818,CUST-000818,702,Y,5,36.93,0,0,0,0,2023-03-24
CBR-000819,CUST-000819,649,N,9,13.66,1,0,0,0,2022-12-03
CBR-000820,CUST-000820,672,N,5,52.89,0,0,0,0,2023-04-12
CBR-000821,CUST-000821,680,N,12,69.41,0,0,0,0,2022-06-03
CBR-000822,CUST-000822,614,Y,5,22.59,0,2,0,0,2022-07-22
CBR-000823,CUST-000823,671,N,8,62.38,0,0,0,0,2022-05-21
CBR-000824,CUST-000824,695,Y,9,57.91,0,0,0,0,2022-09-13
CBR-000825,CUST-000825,706,N,14,13.53,0,0,0,0,2022-09-09
CBR-000826,CUST-000826,700,N,8,16.38,0,0,0,0,2022-09-16
CBR-000827,CUST-000827,576,N,9,44.60,0,0,0,0,2022-05-26
CBR-000828,CUST-000828,756,N,11,23.75,0,0,0,0,2022-07-27
CBR-000829,CUST-000829,750,N,11,43.08,0,0,0,0,2022-06-06
CBR-000830,CUST-000830,663,N,6,48.81,0,0,0,0,2022-07-03
CBR-000831,CUST-000831,701,N,11,65.40,0,0,0,0,2023-03-02
CBR-000832,CUST-000832,654,Y,10,78.58,0,0,0,0,2023-01-17
CBR-000833,CUST-000833,722,N,10,20.65,0,0,0,0,2022-09-13
CBR-000834,CUST-000834,613,Y,6,5.02,0,2,0,0,2023-03-20
CBR-000835,CUST-000835,763,N,6,25.91,0,0,0,0,2022-09-18
CBR-000836,CUST-000836,719,N,5,68.21,0,1,0,0,2023-03-31
CBR-000837,CUST-000837,720,N,8,18.61,0,1,2,0,2022-10-30
CBR-000838,CUST-000838,662,N,6,28.50,0,0,0,0,2022-09-03
CBR-000839,CUST-000839,571,N,10,32.61,0,0,0,0,2023-04-24
CBR-000840,CUST-000840,731,N,7,2.59,0,0,0,0,2022-08-29
CBR-000841,CUST-000841,573,N,9,35.30,0,2,0,0,2022-06-21
CBR-000842,CUST-000842,732,N,8,11.07,0,1,1,0,2022-10-02
CBR-000843,CUST-000843,615,Y,7,25.29,0,0,0,0,2022-02-19
CBR-000844,CUST-000844,558,N,5,31.98,0,0,0,0,2022-09-11
CBR-000845,CUST-000845,670,N,5,26.15,0,0,0,0,2022-08-17
CBR-000846,CUST-000846,752,N,6,10.65,0,0,0,0,2023-04-13
CBR-000847,CUST-000847,602,Y,6,58.38,0,0,0,0,2022-11-15
CBR-000848,CUST-000848,781,N,9,32.73,0,0,0,0,2023-02-05
CBR-000849,CUST-000849,715,N,4,72.16,0,0,0,0,2022-05-25
CBR-000850,CUST-000850,680,N,6,49.09,0,0,0,0,2023-03-30
CBR-000851,CUST-000851,639,N,5,25.60,0,1,0,0,2023-02-27
CBR-000852,CUST-000852,644,N,10,52.46,1,0,0,0,2022-10-01
CBR-000853,CUST-000853,700,Y,6,21.90,0,0,0,0,2022-08-25
CBR-000854,CUST-000854,729,N,8,81.33,0,0,0,0,2022-09-16
CBR-000855,CUST-000855,628,N,9,38.58,0,2,0,0,2022-12-07
CBR-000856,CUST-000856,613,N,13,8.18,0,0,0,0,2022-10-23
CBR-000857,CUST-000857,655,N,5,45.75,0,0,0,0,2023-03-24
CBR-000858,CUST-000858,767,N,10,72.18,0,0,0,0,2023-03-22
CBR-000859,CUST-000859,584,N,5,15.80,0,0,0,0,2023-05-18
CBR-000860,CUST-000860,749,N,8,34.91,0,0,0,0,2022-12-16
CBR-000861,CUST-000861,672,N,8,28.04,0,0,0,0,2022-03-24
CBR-000862,CUST-000862,554,N,5,59.23,1,0,0,0,2022-04-25
CBR-000863,CUST-000863,637,N,9,72.21,0,0,0,0,2022-07-25
CBR-000864,CUST-000864,712,N,6,29.22,0,0,0,0,2022-11-28
CBR-000865,CUST-000865,796,N,11,23.70,0,0,0,0,2022-12-02
CBR-000866,CUST-000866,577,N,9,34.36,0,0,0,0,2022-10-13
CBR-000867,CUST-000867,520,Y,6,37.87,2,0,0,0,2023-04-11
CBR-000868,CUST-000868,578,N,12,27.20,0,0,0,0,2022-09-13
CBR-000869,CUST-000869,749,N,8,48.94,0,0,0,0,2023-02-04
CBR-000870,CUST-000870,544,N,10,23.56,0,0,0,0,2022-05-21
CBR-000871,CUST-000871,774,N,6,24.50,0,0,0,0,2023-05-09
CBR-000872,CUST-000872,755,N,9,28.89,0,0,0,0,2022-09-01
CBR-000873,CUST-000873,683,N,7,6.21,0,0,0,0,2022-10-22
CBR-000874,CUST-000874,626,N,6,63.51,0,0,0,0,2022-08-16
CBR-000875,CUST-000875,673,N,8,36.92,0,0,0,0,2022-05-01
CBR-000876,CUST-000876,712,N,7,67.94,0,0,0,0,2023-01-25
CBR-000877,CUST-000877,702,N,5,9.79,0,0,0,0,2022-06-02
CBR-000878,CUST-000878,791,N,9,40.15,0,0,0,0,2022-09-29
CBR-000879,CUST-000879,651,N,9,6.85,0,0,0,0,2022-12-07
CBR-000880,CUST-000880,578,N,9,40.80,0,1,0,0,2023-04-20
CBR-000881,CUST-000881,566,Y,11,14.24,0,0,0,0,2022-11-14
CBR-000882,CUST-000882,552,Y,6,15.01,0,3,0,0,2023-02-28
CBR-000883,CUST-000883,683,N,7,40.86,0,0,0,0,2022-11-04
CBR-000884,CUST-000884,653,N,9,34.22,0,0,0,0,2022-10-01
CBR-000885,CUST-000885,672,N,12,15.85,0,0,0,0,2022-08-18
CBR-000886,CUST-000886,632,N,11,24.71,0,0,0,0,2023-02-06
CBR-000887,CUST-000887,592,Y,9,38.87,0,0,0,0,2023-03-17
CBR-000888,CUST-000888,713,N,10,24.08,0,0,0,0,2022-07-14
CBR-000889,CUST-000889,520,N,10,24.34,0,0,0,0,2022-10-24
CBR-000890,CUST-000890,613,Y,17,54.73,0,0,0,0,2022-11-03
CBR-000891,CUST-000891,725,N,7,78.26,0,0,0,0,2023-03-07
CBR-000892,CUST-000892,606,Y,3,43.67,0,3,0,0,2022-10-22
CBR-000893,CUST-000893,697,N,7,52.48,0,0,0,0,2022-05-24
CBR-000894,CUST-000894,613,N,8,43.67,2,0,0,0,2022-08-20
CBR-000895,CUST-000895,638,N,5,21.98,0,2,0,0,2023-02-26
CBR-000896,CUST-000896,710,N,8,28.18,0,0,0,0,2022-06-23
CBR-000897,CUST-000897,580,N,9,23.68,0,0,0,0,2022-12-26
CBR-000898,CUST-000898,722,N,5,49.21,0,0,0,0,2023-04-05
CBR-000899,CUST-000899,673,N,4,37.89,0,0,0,0,2022-09-10
CBR-000900,CUST-000900,757,N,10,44.16,0,0,0,0,2022-11-04
CBR-000901,CUST-000901,684,N,9,62.62,0,0,0,0,2023-03-18
CBR-000902,CUST-000902,595,N,2,21.48,0,1,1,0,2022-08-26
CBR-000903,CUST-000903,790,N,6,50.79,0,0,0,0,2022-10-10
CBR-000904,CUST-000904,600,Y,7,31.30,0,0,0,0,2022-10-30
CBR-000905,CUST-000905,654,Y,9,78.48,0,0,0,0,2022-10-06
CBR-000906,CUST-000906,737,N,8,29.86,0,0,0,0,2023-01-22
CBR-000907,CUST-000907,538,N,4,51.30,0,3,0,0,2023-04-02
CBR-000908,CUST-000908,770,N,8,42.39,0,0,0,0,2022-12-30
CBR-000909,CUST-000909,589,N,12,74.52,0,1,1,0,2023-03-01
CBR-000910,CUST-000910,638,N,9,55.69,0,0,0,0,2022-11-29
CBR-000911,CUST-000911,690,N,9,41.95,0,0,0,0,2022-09-26
CBR-000912,CUST-000912,667,N,6,32.10,0,0,0,0,2023-03-06
CBR-000913,CUST-000913,725,N,10,40.27,0,0,0,0,2022-12-14
CBR-000914,CUST-000914,557,Y,8,36.07,0,0,0,0,2023-01-08
CBR-000915,CUST-000915,720,N,8,21.47,0,0,0,0,2022-12-29
CBR-000916,CUST-000916,726,N,8,12.90,0,0,0,0,2023-04-16
CBR-000917,CUST-000917,742,N,2,53.86,0,0,0,0,2022-04-02
CBR-000918,CUST-000918,558,N,6,45.78,0,1,0,0,2023-02-24
CBR-000919,CUST-000919,567,N,11,27.20,0,0,0,0,2022-09-10
CBR-000920,CUST-000920,646,N,8,39.73,0,0,0,0,2023-02-01
CBR-000921,CUST-000921,574,N,9,32.26,0,0,0,0,2022-07-04
CBR-000922,CUST-000922,543,N,4,75.66,0,1,0,0,2022-05-26
CBR-000923,CUST-000923,643,N,13,34.50,0,0,0,0,2022-09-18
CBR-000924,CUST-000924,686,N,6,15.52,0,0,0,0,2022-10-22
CBR-000925,CUST-000925,850,N,10,60.33,0,0,0,0,2023-03-02
CBR-000926,CUST-000926,708,N,7,55.73,0,1,0,0,2022-08-06
CBR-000927,CUST-000927,792,N,5,48.29,0,0,0,0,2022-04-23
CBR-000928,CUST-000928,666,Y,6,66.20,0,0,0,0,2022-07-06
CBR-000929,CUST-000929,709,N,8,37.64,0,0,0,0,2022-05-23
CBR-000930,CUST-000930,659,N,5,19.92,0,0,0,0,2022-05-17
CBR-000931,CUST-000931,850,N,8,40.57,0,0,0,0,2022-07-04
CBR-000932,CUST-000932,622,Y,10,50.28,3,2,0,0,2022-03-29
CBR-000933,CUST-000933,631,N,4,31.85,2,0,0,0,2023-05-18
CBR-000934,CUST-000934,725,N,8,28.31,0,0,0,0,2022-05-26
CBR-000935,CUST-000935,684,N,8,76.61,0,0,0,0,2022-07-22
CBR-000936,CUST-000936,640,N,6,49.25,0,0,0,0,2022-11-11
CBR-000937,CUST-000937,737,N,7,52.68,0,0,0,0,2023-01-21
CBR-000938,CUST-000938,667,N,12,23.80,0,0,0,0,2022-07-12
CBR-000939,CUST-000939,666,N,10,58.98,0,0,0,0,2023-01-11
CBR-000940,CUST-000940,686,N,5,16.60,0,0,0,0,2022-07-11
CBR-000941,CUST-000941,548,Y,16,44.48,1,0,0,0,2022-06-25
CBR-000942,CUST-000942,558,Y,10,33.42,0,0,0,0,2023-04-08
CBR-000943,CUST-000943,746,N,8,32.46,0,0,0,0,2023-02-24
CBR-000944,CUST-000944,622,N,5,44.59,0,0,0,0,2022-09-23
CBR-000945,CUST-000945,660,N,8,31.16,0,1,0,0,2022-10-19
CBR-000946,CUST-000946,782,N,10,24.82,0,0,0,0,2022-07-01
CBR-000947,CUST-000947,663,N,10,51.93,0,0,0,0,2022-07-18
CBR-000948,CUST-000948,655,N,9,10.53,0,0,0,0,2022-05-05
CBR-000949,CUST-000949,732,N,8,3.22,0,0,0,0,2023-01-24
CBR-000950,CUST-000950,628,N,5,37.12,0,1,0,0,2023-03-07
CBR-000951,CUST-000951,754,N,9,38.79,0,0,0,0,2022-04-30
CBR-000952,CUST-000952,731,N,12,50.99,0,0,0,0,2022-07-17
CBR-000953,CUST-000953,798,N,7,20.02,0,0,0,0,2023-03-20
CBR-000954,CUST-000954,621,N,8,45.46,2,0,0,0,2023-05-14
CBR-000955,CUST-000955,765,N,8,13.08,0,0,0,0,2023-01-12
CBR-000956,CUST-000956,708,N,5,25.90,0,1,0,0,2022-10-29
CBR-000957,CUST-000957,577,Y,8,23.49,2,1,0,0,2023-03-05
CBR-000958,CUST-000958,520,N,11,37.27,0,0,0,0,2022-12-20
CBR-000959,CUST-000959,614,N,9,70.98,0,1,0,0,2022-03-03
CBR-000960,CUST-000960,690,N,9,52.69,0,0,0,0,2023-01-19
CBR-000961,CUST-000961,700,N,6,26.88,0,0,0,0,2022-12-12
CBR-000962,CUST-000962,665,N,6,71.68,0,0,0,0,2022-11-06
CBR-000963,CUST-000963,666,N,12,47.77,0,0,0,0,2022-12-01
CBR-000964,CUST-000964,661,N,9,46.42,0,0,0,0,2022-12-30
CBR-000965,CUST-000965,742,N,9,41.57,0,0,0,0,2022-10-22
CBR-000966,CUST-000966,569,N,15,52.45,0,0,0,0,2022-05-20
CBR-000967,CUST-000967,688,N,11,38.08,0,0,0,0,2022-11-05
CBR-000968,CUST-000968,612,Y,8,25.93,0,2,0,0,2023-05-11
CBR-000969,CUST-000969,606,N,4,48.93,0,3,0,0,2022-10-29
CBR-000970,CUST-000970,752,N,10,24.59,0,0,0,0,2023-04-09
CBR-000971,CUST-000971,601,Y,7,49.68,0,0,0,0,2022-06-12
CBR-000972,CUST-000972,660,N,8,63.85,0,0,0,0,2022-08-18
CBR-000973,CUST-000973,807,N,15,11.78,0,0,0,0,2022-12-27
CBR-000974,CUST-000974,728,N,9,45.31,0,0,0,0,2022-06-28
CBR-000975,CUST-000975,638,N,8,33.45,0,0,0,0,2022-12-03
CBR-000976,CUST-000976,643,N,7,70.94,0,0,0,0,2023-04-11
CBR-000977,CUST-000977,584,Y,8,52.17,0,0,0,0,2022-12-23
CBR-000978,CUST-000978,761,N,6,10.41,0,0,0,0,2022-05-08
CBR-000979,CUST-000979,740,N,9,32.21,0,0,0,0,2023-01-07
CBR-000980,CUST-000980,718,N,3,66.59,0,0,0,0,2022-07-08
CBR-000981,CUST-000981,725,N,10,26.14,0,0,0,0,2022-12-09
CBR-000982,CUST-000982,615,Y,10,88.38,0,0,0,0,2022-09-08
CBR-000983,CUST-000983,561,Y,10,74.78,0,0,0,0,2022-11-25
CBR-000984,CUST-000984,709,Y,9,58.86,0,0,0,0,2022-12-16
CBR-000985,CUST-000985,732,N,5,29.09,0,0,0,0,2022-04-24
CBR-000986,CUST-000986,782,N,8,55.73,0,0,0,0,2023-02-02
CBR-000987,CUST-000987,655,N,6,45.13,0,0,0,0,2022-11-21
CBR-000988,CUST-000988,645,N,6,50.69,0,0,0,0,2022-03-07
CBR-000989,CUST-000989,653,N,1,27.36,0,0,0,0,2022-04-03
CBR-000990,CUST-000990,716,N,6,39.39,0,0,0,0,2023-01-30
CBR-000991,CUST-000991,650,N,10,77.22,0,0,0,0,2022-10-26
CBR-000992,CUST-000992,666,N,4,47.68,0,0,0,0,2022-06-22
CBR-000993,CUST-000993,728,N,10,24.86,0,0,0,0,2022-10-21
CBR-000994,CUST-000994,626,N,4,48.43,0,0,0,0,2023-04-28
CBR-000995,CUST-000995,767,N,4,80.80,0,0,0,0,2022-09-18
CBR-000996,CUST-000996,714,N,3,45.25,0,0,0,0,2022-11-28
CBR-000997,CUST-000997,539,Y,7,25.72,0,1,0,0,2023-03-19
CBR-000998,CUST-000998,633,N,2,23.64,0,2,1,0,2022-08-26
CBR-000999,CUST-000999,528,N,10,25.38,0,2,0,0,2022-03-12
CBR-001000,CUST-001000,656,N,7,41.97,0,0,0,0,2022-11-26
