loan_id,payment_number,scheduled_payment_date,actual_payment_date,amount_due,amount_paid,days_late,payment_status
LOAN-000785,7,2022-10-05,2022-10-24,"$2,026.69","$2,026.69",19,LATE_1_30
LOAN-000785,8,2022-11-05,2022-11-03,"$2,026.69","$2,026.69",0,ON_TIME
LOAN-000785,9,2022-12-05,2022-12-20,"$2,026.69","$2,026.69",15,LATE_1_30
LOAN-000785,10,2023-01-05,2023-02-10,"$2,026.69","$1,764.80",36,LATE_31_90
LOAN-000785,11,2023-02-05,2023-02-03,"$2,026.69","$2,026.69",0,ON_TIME
LOAN-000785,12,2023-03-05,2023-03-04,"$2,026.69","$2,026.69",0,ON_TIME
LOAN-000786,1,2022-12-16,2022-12-15,$285.63,$285.63,0,ON_TIME
LOAN-000786,2,2023-01-16,2023-04-12,$285.63,$207.86,86,LATE_31_90
LOAN-000786,3,2023-02-16,2023-02-16,$285.63,$285.63,0,ON_TIME
LOAN-000786,4,2023-03-16,2023-04-07,$285.63,$285.63,22,LATE_1_30
LOAN-000786,5,2023-04-16,,$285.63,$0.00,90,DEFAULTED
LOAN-000786,6,2023-05-16,,$285.63,$0.00,90,DEFAULTED
LOAN-000786,7,2023-06-16,,$285.63,$0.00,90,DEFAULTED
LOAN-000786,8,2023-07-16,,$285.63,$0.00,90,DEFAULTED
LOAN-000786,9,2023-08-16,,$285.63,$0.00,90,DEFAULTED
LOAN-000786,10,2023-09-16,,$285.63,$0.00,90,DEFAULTED
LOAN-000786,11,2023-10-16,,$285.63,$0.00,90,DEFAULTED
LOAN-000786,12,2023-11-16,,$285.63,$0.00,90,DEFAULTED
LOAN-000787,1,2022-10-07,2022-10-05,$978.27,$978.27,0,ON_TIME
LOAN-000787,2,2022-11-07,2022-11-05,$978.27,$978.27,0,ON_TIME
LOAN-000787,3,2022-12-07,2022-12-22,$978.27,$978.27,15,LATE_1_30
LOAN-000787,4,2023-01-07,2023-01-07,$978.27,$978.27,0,ON_TIME
LOAN-000787,5,2023-02-07,2023-02-06,$978.27,$978.27,0,ON_TIME
LOAN-000787,6,2023-03-07,2023-03-10,$978.27,$978.27,3,LATE_1_30
LOAN-000787,7,2023-04-07,2023-04-05,$978.27,$978.27,0,ON_TIME
LOAN-000787,8,2023-05-07,2023-05-06,$978.27,$978.27,0,ON_TIME
LOAN-000787,9,2023-06-07,2023-06-07,$978.27,$978.27,0,ON_TIME
LOAN-000787,10,2023-07-07,2023-07-22,$978.27,$978.27,15,LATE_1_30
LOAN-000787,11,2023-08-07,2023-08-09,$978.27,$978.27,2,LATE_1_30
LOAN-000787,12,2023-09-07,2023-11-21,$978.27,$632.95,75,LATE_31_90
LOAN-000788,1,2022-10-09,2022-10-09,$51.16,$51.16,0,ON_TIME
LOAN-000788,2,2022-11-09,2022-11-13,$51.16,$51.16,4,LATE_1_30
LOAN-000788,3,2022-12-09,2022-12-09,$51.16,$51.16,0,ON_TIME
LOAN-000788,4,2023-01-09,2023-01-07,$51.16,$51.16,0,ON_TIME
LOAN-000788,5,2023-02-09,2023-02-09,$51.16,$51.16,0,ON_TIME
LOAN-000788,6,2023-03-09,2023-03-08,$51.16,$51.16,0,ON_TIME
LOAN-000788,7,2023-04-09,2023-04-08,$51.16,$51.16,0,ON_TIME
LOAN-000788,8,2023-05-09,2023-07-15,$51.16,$22.50,67,LATE_31_90
LOAN-000788,9,2023-06-09,2023-07-02,$51.16,$51.16,23,LATE_1_30
LOAN-000788,10,2023-07-09,2023-07-09,$51.16,$51.16,0,ON_TIME
LOAN-000788,11,2023-08-09,2023-08-07,$51.16,$51.16,0,ON_TIME
LOAN-000788,12,2023-09-09,2023-11-16,$51.16,$43.86,68,LATE_31_90
LOAN-000789,1,2023-04-23,2023-04-22,$100.02,$100.02,0,ON_TIME
LOAN-000789,2,2023-05-23,2023-05-22,$100.02,$100.02,0,ON_TIME
LOAN-000789,3,2023-06-23,2023-08-16,$100.02,$65.34,54,LATE_31_90
LOAN-000789,4,2023-07-23,2023-07-23,$100.02,$100.02,0,ON_TIME
LOAN-000789,5,2023-08-23,2023-11-09,$100.02,$46.25,78,LATE_31_90
LOAN-000789,6,2023-09-23,2023-09-23,$100.02,$100.02,0,ON_TIME
LOAN-000789,7,2023-10-23,2023-10-21,$100.02,$100.02,0,ON_TIME
LOAN-000789,8,2023-11-23,2023-11-21,$100.02,$100.02,0,ON_TIME
LOAN-000789,9,2023-12-23,2023-12-22,$100.02,$100.02,0,ON_TIME
LOAN-000789,10,2024-01-23,2024-01-21,$100.02,$100.02,0,ON_TIME
LOAN-000789,11,2024-02-23,2024-02-22,$100.02,$100.02,0,ON_TIME
LOAN-000789,12,2024-03-23,2024-03-22,$100.02,$100.02,0,ON_TIME
LOAN-000790,1,2023-02-05,2023-02-04,"$1,132.34","$1,132.34",0,ON_TIME
LOAN-000790,2,2023-03-05,2023-04-14,"$1,132.34",$831.16,40,LATE_31_90
LOAN-000790,3,2023-04-05,2023-05-09,"$1,132.34",$680.63,34,LATE_31_90
LOAN-000790,4,2023-05-05,2023-05-05,"$1,132.34","$1,132.34",0,ON_TIME
LOAN-000790,5,2023-06-05,2023-06-04,"$1,132.34","$1,132.34",0,ON_TIME
LOAN-000790,6,2023-07-05,2023-08-08,"$1,132.34",$808.73,34,LATE_31_90
LOAN-000790,7,2023-08-05,2023-08-03,"$1,132.34","$1,132.34",0,ON_TIME
LOAN-000790,8,2023-09-05,2023-09-25,"$1,132.34","$1,132.34",20,LATE_1_30
LOAN-000790,9,2023-10-05,2023-10-04,"$1,132.34","$1,132.34",0,ON_TIME
LOAN-000790,10,2023-11-05,2023-11-03,"$1,132.34","$1,132.34",0,ON_TIME
LOAN-000790,11,2023-12-05,2023-12-24,"$1,132.34","$1,132.34",19,LATE_1_30
LOAN-000790,12,2024-01-05,2024-01-03,"$1,132.34","$1,132.34",0,ON_TIME
LOAN-000791,1,2022-07-26,2022-08-14,$237.67,$237.67,19,LATE_1_30
LOAN-000791,2,2022-08-26,2022-08-25,$237.67,$237.67,0,ON_TIME
LOAN-000791,3,2022-09-26,2022-09-26,$237.67,$237.67,0,ON_TIME
LOAN-000791,4,2022-10-26,2022-10-26,$237.67,$237.67,0,ON_TIME
LOAN-000791,5,2022-11-26,,$237.67,$0.00,90,DEFAULTED
LOAN-000791,6,2022-12-26,,$237.67,$0.00,90,DEFAULTED
LOAN-000791,7,2023-01-26,,$237.67,$0.00,90,DEFAULTED
LOAN-000791,8,2023-02-26,,$237.67,$0.00,90,DEFAULTED
LOAN-000791,9,2023-03-26,,$237.67,$0.00,90,DEFAULTED
LOAN-000791,10,2023-04-26,,$237.67,$0.00,90,DEFAULTED
LOAN-000791,11,2023-05-26,,$237.67,$0.00,90,DEFAULTED
LOAN-000791,12,2023-06-26,,$237.67,$0.00,90,DEFAULTED
LOAN-000792,1,2022-09-24,2022-09-25,$730.72,$730.72,1,LATE_1_30
LOAN-000792,2,2022-10-24,2022-10-24,$730.72,$730.72,0,ON_TIME
LOAN-000792,3,2022-11-24,2022-11-22,$730.72,$730.72,0,ON_TIME
LOAN-000792,4,2022-12-24,2022-12-22,$730.72,$730.72,0,ON_TIME
LOAN-000792,5,2023-01-24,,$730.72,$0.00,90,DEFAULTED
LOAN-000792,6,2023-02-24,,$730.72,$0.00,90,DEFAULTED
LOAN-000792,7,2023-03-24,,$730.72,$0.00,90,DEFAULTED
LOAN-000792,8,2023-04-24,,$730.72,$0.00,90,DEFAULTED
LOAN-000792,9,2023-05-24,,$730.72,$0.00,90,DEFAULTED
LOAN-000792,10,2023-06-24,,$730.72,$0.00,90,DEFAULTED
LOAN-000792,11,2023-07-24,,$730.72,$0.00,90,DEFAULTED
LOAN-000792,12,2023-08-24,,$730.72,$0.00,90,DEFAULTED
LOAN-000793,1,2022-07-29,2022-07-28,$416.27,$416.27,0,ON_TIME
LOAN-000793,2,2022-08-29,2022-08-29,$416.27,$416.27,0,ON_TIME
LOAN-000793,3,2022-09-29,2022-09-27,$416.27,$416.27,0,ON_TIME
LOAN-000793,4,2022-10-29,2022-10-28,$416.27,$416.27,0,ON_TIME
LOAN-000793,5,2022-11-29,2022-11-28,$416.27,$416.27,0,ON_TIME
LOAN-000793,6,2022-12-29,2022-12-27,$416.27,$416.27,0,ON_TIME
LOAN-000793,7,2023-01-29,2023-02-21,$416.27,$416.27,23,LATE_1_30
LOAN-000793,8,2023-02-28,2023-02-26,$416.27,$416.27,0,ON_TIME
LOAN-000793,9,2023-03-29,2023-03-28,$416.27,$416.27,0,ON_TIME
LOAN-000793,10,2023-04-29,2023-04-28,$416.27,$416.27,0,ON_TIME
LOAN-000793,11,2023-05-29,2023-05-27,$416.27,$416.27,0,ON_TIME
LOAN-000793,12,2023-06-29,2023-06-29,$416.27,$416.27,0,ON_TIME
LOAN-000794,1,2022-10-25,2022-10-25,$264.26,$264.26,0,ON_TIME
LOAN-000794,2,2022-11-25,2022-12-05,$264.26,$264.26,10,LATE_1_30
LOAN-000794,3,2022-12-25,2022-12-24,$264.26,$264.26,0,ON_TIME
LOAN-000794,4,2023-01-25,2023-02-09,$264.26,$264.26,15,LATE_1_30
LOAN-000794,5,2023-02-25,2023-02-23,$264.26,$264.26,0,ON_TIME
LOAN-000794,6,2023-03-25,2023-03-25,$264.26,$264.26,0,ON_TIME
LOAN-000794,7,2023-04-25,2023-04-24,$264.26,$264.26,0,ON_TIME
LOAN-000794,8,2023-05-25,2023-05-25,$264.26,$264.26,0,ON_TIME
LOAN-000794,9,2023-06-25,2023-06-24,$264.26,$264.26,0,ON_TIME
LOAN-000794,10,2023-07-25,2023-08-20,$264.26,$264.26,26,LATE_1_30
LOAN-000794,11,2023-08-25,2023-08-29,$264.26,$264.26,4,LATE_1_30
LOAN-000794,12,2023-09-25,2023-09-23,$264.26,$264.26,0,ON_TIME
LOAN-000795,1,2022-12-21,2023-01-15,$636.12,$636.12,25,LATE_1_30
LOAN-000795,2,2023-01-21,2023-01-21,$636.12,$636.12,0,ON_TIME
LOAN-000795,3,2023-02-21,2023-02-21,$636.12,$636.12,0,ON_TIME
LOAN-000795,4,2023-03-21,2023-03-19,$636.12,$636.12,0,ON_TIME
LOAN-000795,5,2023-04-21,2023-04-20,$636.12,$636.12,0,ON_TIME
LOAN-000795,6,2023-05-21,2023-05-20,$636.12,$636.12,0,ON_TIME
LOAN-000795,7,2023-06-21,2023-06-21,$636.12,$636.12,0,ON_TIME
LOAN-000795,8,2023-07-21,2023-08-17,$636.12,$636.12,27,LATE_1_30
LOAN-000795,9,2023-08-21,2023-08-19,$636.12,$636.12,0,ON_TIME
LOAN-000795,10,2023-09-21,2023-09-19,$636.12,$636.12,0,ON_TIME
LOAN-000795,11,2023-10-21,2023-10-21,$636.12,$636.12,0,ON_TIME
LOAN-000795,12,2023-11-21,2023-11-21,$636.12,$636.12,0,ON_TIME
LOAN-000796,1,2023-02-05,2023-02-05,$100.26,$100.26,0,ON_TIME
LOAN-000796,2,2023-03-05,2023-03-04,$100.26,$100.26,0,ON_TIME
LOAN-000796,3,2023-04-05,2023-04-03,$100.26,$100.26,0,ON_TIME
LOAN-000796,4,2023-05-05,2023-05-04,$100.26,$100.26,0,ON_TIME
LOAN-000796,5,2023-06-05,2023-06-03,$100.26,$100.26,0,ON_TIME
LOAN-000796,6,2023-07-05,2023-07-03,$100.26,$100.26,0,ON_TIME
LOAN-000796,7,2023-08-05,2023-08-03,$100.26,$100.26,0,ON_TIME
LOAN-000796,8,2023-09-05,2023-09-05,$100.26,$100.26,0,ON_TIME
LOAN-000796,9,2023-10-05,2023-10-04,$100.26,$100.26,0,ON_TIME
LOAN-000796,10,2023-11-05,2023-11-04,$100.26,$100.26,0,ON_TIME
LOAN-000796,11,2023-12-05,2024-03-01,$100.26,$64.80,87,LATE_31_90
LOAN-000796,12,2024-01-05,2024-01-04,$100.26,$100.26,0,ON_TIME
LOAN-000797,1,2023-04-14,2023-04-13,$317.26,$317.26,0,ON_TIME
LOAN-000797,2,2023-05-14,2023-07-01,$317.26,$160.17,48,LATE_31_90
LOAN-000797,3,2023-06-14,2023-06-14,$317.26,$317.26,0,ON_TIME
LOAN-000797,4,2023-07-14,2023-07-13,$317.26,$317.26,0,ON_TIME
LOAN-000797,5,2023-08-14,2023-09-29,$317.26,$219.15,46,LATE_31_90
LOAN-000797,6,2023-09-14,2023-09-14,$317.26,$317.26,0,ON_TIME
LOAN-000797,7,2023-10-14,2023-10-14,$317.26,$317.26,0,ON_TIME
LOAN-000797,8,2023-11-14,2023-11-12,$317.26,$317.26,0,ON_TIME
LOAN-000797,9,2023-12-14,2023-12-13,$317.26,$317.26,0,ON_TIME
LOAN-000797,10,2024-01-14,2024-01-12,$317.26,$317.26,0,ON_TIME
LOAN-000797,11,2024-02-14,2024-02-12,$317.26,$317.26,0,ON_TIME
LOAN-000797,12,2024-03-14,2024-03-13,$317.26,$317.26,0,ON_TIME
LOAN-000798,1,2023-03-12,2023-03-11,$257.89,$257.89,0,ON_TIME
LOAN-000798,2,2023-04-12,2023-04-10,$257.89,$257.89,0,ON_TIME
LOAN-000798,3,2023-05-12,2023-06-08,$257.89,$257.89,27,LATE_1_30
LOAN-000798,4,2023-06-12,2023-06-11,$257.89,$257.89,0,ON_TIME
LOAN-000798,5,2023-07-12,2023-07-10,$257.89,$257.89,0,ON_TIME
LOAN-000798,6,2023-08-12,2023-08-11,$257.89,$257.89,0,ON_TIME
LOAN-000798,7,2023-09-12,2023-09-10,$257.89,$257.89,0,ON_TIME
LOAN-000798,8,2023-10-12,2023-10-11,$257.89,$257.89,0,ON_TIME
LOAN-000798,9,2023-11-12,2023-11-11,$257.89,$257.89,0,ON_TIME
LOAN-000798,10,2023-12-12,2023-12-10,$257.89,$257.89,0,ON_TIME
LOAN-000798,11,2024-01-12,2024-01-10,$257.89,$257.89,0,ON_TIME
LOAN-000798,12,2024-02-12,2024-02-10,$257.89,$257.89,0,ON_TIME
LOAN-000799,1,2022-07-28,2022-07-28,$153.17,$153.17,0,ON_TIME
LOAN-000799,2,2022-08-28,2022-08-28,$153.17,$153.17,0,ON_TIME
LOAN-000799,3,2022-09-28,2022-09-26,$153.17,$153.17,0,ON_TIME
LOAN-000799,4,2022-10-28,2022-10-27,$153.17,$153.17,0,ON_TIME
LOAN-000799,5,2022-11-28,2022-11-26,$153.17,$153.17,0,ON_TIME
LOAN-000799,6,2022-12-28,2022-12-27,$153.17,$153.17,0,ON_TIME
LOAN-000799,7,2023-01-28,2023-01-26,$153.17,$153.17,0,ON_TIME
LOAN-000799,8,2023-02-28,2023-04-30,$153.17,$63.46,61,LATE_31_90
LOAN-000799,9,2023-03-28,2023-03-28,$153.17,$153.17,0,ON_TIME
LOAN-000799,10,2023-04-28,2023-04-28,$153.17,$153.17,0,ON_TIME
LOAN-000799,11,2023-05-28,2023-05-28,$153.17,$153.17,0,ON_TIME
LOAN-000799,12,2023-06-28,2023-07-07,$153.17,$153.17,9,LATE_1_30
LOAN-000800,1,2022-08-16,2022-08-15,$692.99,$692.99,0,ON_TIME
LOAN-000800,2,2022-09-16,2022-09-14,$692.99,$692.99,0,ON_TIME
LOAN-000800,3,2022-10-16,2022-10-14,$692.99,$692.99,0,ON_TIME
LOAN-000800,4,2022-11-16,2022-11-16,$692.99,$692.99,0,ON_TIME
LOAN-000800,5,2022-12-16,2022-12-26,$692.99,$692.99,10,LATE_1_30
LOAN-000800,6,2023-01-16,2023-01-15,$692.99,$692.99,0,ON_TIME
LOAN-000800,7,2023-02-16,2023-02-14,$692.99,$692.99,0,ON_TIME
LOAN-000800,8,2023-03-16,2023-03-16,$692.99,$692.99,0,ON_TIME
LOAN-000800,9,2023-04-16,2023-04-16,$692.99,$692.99,0,ON_TIME
LOAN-000800,10,2023-05-16,2023-05-16,$692.99,$692.99,0,ON_TIME
LOAN-000800,11,2023-06-16,2023-07-05,$692.99,$692.99,19,LATE_1_30
LOAN-000800,12,2023-07-16,2023-07-14,$692.99,$692.99,0,ON_TIME
LOAN-000801,1,2022-05-16,2022-05-14,$536.43,$536.43,0,ON_TIME
LOAN-000801,2,2022-06-16,2022-08-04,$536.43,$299.11,49,LATE_31_90
LOAN-000801,3,2022-07-16,2022-07-22,$536.43,$536.43,6,LATE_1_30
LOAN-000801,4,2022-08-16,2022-10-17,$536.43,$414.62,62,LATE_31_90
LOAN-000801,5,2022-09-16,2022-09-15,$536.43,$536.43,0,ON_TIME
LOAN-000801,6,2022-10-16,2022-10-14,$536.43,$536.43,0,ON_TIME
LOAN-000801,7,2022-11-16,2022-11-15,$536.43,$536.43,0,ON_TIME
LOAN-000801,8,2022-12-16,2022-12-19,$536.43,$536.43,3,LATE_1_30
LOAN-000801,9,2023-01-16,2023-01-16,$536.43,$536.43,0,ON_TIME
LOAN-000801,10,2023-02-16,2023-02-14,$536.43,$536.43,0,ON_TIME
LOAN-000801,11,2023-03-16,2023-06-02,$536.43,$360.08,78,LATE_31_90
LOAN-000801,12,2023-04-16,2023-04-16,$536.43,$536.43,0,ON_TIME
LOAN-000802,1,2023-03-14,2023-05-09,$210.25,$107.05,56,LATE_31_90
LOAN-000802,2,2023-04-14,2023-04-12,$210.25,$210.25,0,ON_TIME
LOAN-000802,3,2023-05-14,2023-05-12,$210.25,$210.25,0,ON_TIME
LOAN-000802,4,2023-06-14,2023-06-26,$210.25,$210.25,12,LATE_1_30
LOAN-000802,5,2023-07-14,2023-07-12,$210.25,$210.25,0,ON_TIME
LOAN-000802,6,2023-08-14,2023-08-14,$210.25,$210.25,0,ON_TIME
LOAN-000802,7,2023-09-14,2023-09-14,$210.25,$210.25,0,ON_TIME
LOAN-000802,8,2023-10-14,2023-10-14,$210.25,$210.25,0,ON_TIME
LOAN-000802,9,2023-11-14,2023-11-14,$210.25,$210.25,0,ON_TIME
LOAN-000802,10,2023-12-14,2023-12-12,$210.25,$210.25,0,ON_TIME
LOAN-000802,11,2024-01-14,2024-01-12,$210.25,$210.25,0,ON_TIME
LOAN-000802,12,2024-02-14,2024-02-13,$210.25,$210.25,0,ON_TIME
LOAN-000803,1,2023-02-19,2023-02-18,$221.80,$221.80,0,ON_TIME
LOAN-000803,2,2023-03-19,2023-03-17,$221.80,$221.80,0,ON_TIME
LOAN-000803,3,2023-04-19,2023-04-18,$221.80,$221.80,0,ON_TIME
LOAN-000803,4,2023-05-19,2023-05-17,$221.80,$221.80,0,ON_TIME
LOAN-000803,5,2023-06-19,2023-06-19,$221.80,$221.80,0,ON_TIME
LOAN-000803,6,2023-07-19,2023-07-17,$221.80,$221.80,0,ON_TIME
LOAN-000803,7,2023-08-19,2023-08-17,$221.80,$221.80,0,ON_TIME
LOAN-000803,8,2023-09-19,2023-09-17,$221.80,$221.80,0,ON_TIME
LOAN-000803,9,2023-10-19,2023-10-19,$221.80,$221.80,0,ON_TIME
LOAN-000803,10,2023-11-19,2023-11-18,$221.80,$221.80,0,ON_TIME
LOAN-000803,11,2023-12-19,2023-12-18,$221.80,$221.80,0,ON_TIME
LOAN-000803,12,2024-01-19,2024-01-17,$221.80,$221.80,0,ON_TIME
LOAN-000804,1,2022-07-29,2022-07-29,$749.26,$749.26,0,ON_TIME
LOAN-000804,2,2022-08-29,2022-10-16,$749.26,$589.70,48,LATE_31_90
LOAN-000804,3,2022-09-29,2022-10-15,$749.26,$749.26,16,LATE_1_30
LOAN-000804,4,2022-10-29,2022-10-28,$749.26,$749.26,0,ON_TIME
LOAN-000804,5,2022-11-29,2022-11-29,$749.26,$749.26,0,ON_TIME
LOAN-000804,6,2022-12-29,2022-12-28,$749.26,$749.26,0,ON_TIME
LOAN-000804,7,2023-01-29,2023-01-27,$749.26,$749.26,0,ON_TIME
LOAN-000804,8,2023-02-28,2023-02-28,$749.26,$749.26,0,ON_TIME
LOAN-000804,9,2023-03-29,2023-03-29,$749.26,$749.26,0,ON_TIME
LOAN-000804,10,2023-04-29,2023-04-27,$749.26,$749.26,0,ON_TIME
LOAN-000804,11,2023-05-29,2023-06-15,$749.26,$749.26,17,LATE_1_30
LOAN-000804,12,2023-06-29,2023-09-14,$749.26,$396.04,77,LATE_31_90
LOAN-000805,1,2022-07-30,2022-07-29,"$1,340.14","$1,340.14",0,ON_TIME
LOAN-000805,2,2022-08-30,2022-08-28,"$1,340.14","$1,340.14",0,ON_TIME
LOAN-000805,3,2022-09-30,2022-09-28,"$1,340.14","$1,340.14",0,ON_TIME
LOAN-000805,4,2022-10-30,2022-10-29,"$1,340.14","$1,340.14",0,ON_TIME
LOAN-000805,5,2022-11-30,,"$1,340.14",$0.00,90,DEFAULTED
LOAN-000805,6,2022-12-30,,"$1,340.14",$0.00,90,DEFAULTED
LOAN-000805,7,2023-01-30,,"$1,340.14",$0.00,90,DEFAULTED
LOAN-000805,8,2023-02-28,,"$1,340.14",$0.00,90,DEFAULTED
LOAN-000805,9,2023-03-30,,"$1,340.14",$0.00,90,DEFAULTED
LOAN-000805,10,2023-04-30,,"$1,340.14",$0.00,90,DEFAULTED
LOAN-000805,11,2023-05-30,,"$1,340.14",$0.00,90,DEFAULTED
LOAN-000805,12,2023-06-30,,"$1,340.14",$0.00,90,DEFAULTED
LOAN-000806,1,2022-07-17,2022-07-15,$174.50,$174.50,0,ON_TIME
LOAN-000806,2,2022-08-17,2022-09-03,$174.50,$174.50,17,LATE_1_30
LOAN-000806,3,2022-09-17,2022-09-15,$174.50,$174.50,0,ON_TIME
LOAN-000806,4,2022-10-17,2022-10-16,$174.50,$174.50,0,ON_TIME
LOAN-000806,5,2022-11-17,2022-11-17,$174.50,$174.50,0,ON_TIME
LOAN-000806,6,2022-12-17,2022-12-16,$174.50,$174.50,0,ON_TIME
LOAN-000806,7,2023-01-17,2023-02-03,$174.50,$174.50,17,LATE_1_30
LOAN-000806,8,2023-02-17,2023-02-16,$174.50,$174.50,0,ON_TIME
LOAN-000806,9,2023-03-17,2023-04-03,$174.50,$174.50,17,LATE_1_30
LOAN-000806,10,2023-04-17,2023-04-15,$174.50,$174.50,0,ON_TIME
LOAN-000806,11,2023-05-17,2023-05-15,$174.50,$174.50,0,ON_TIME
LOAN-000806,12,2023-06-17,2023-07-14,$174.50,$174.50,27,LATE_1_30
LOAN-000807,1,2022-08-13,2022-08-12,$457.64,$457.64,0,ON_TIME
LOAN-000807,2,2022-09-13,2022-09-13,$457.64,$457.64,0,ON_TIME
LOAN-000807,3,2022-10-13,2022-10-12,$457.64,$457.64,0,ON_TIME
LOAN-000807,4,2022-11-13,2022-11-11,$457.64,$457.64,0,ON_TIME
LOAN-000807,5,2022-12-13,2022-12-13,$457.64,$457.64,0,ON_TIME
LOAN-000807,6,2023-01-13,2023-01-11,$457.64,$457.64,0,ON_TIME
LOAN-000807,7,2023-02-13,2023-02-13,$457.64,$457.64,0,ON_TIME
LOAN-000807,8,2023-03-13,2023-03-29,$457.64,$457.64,16,LATE_1_30
LOAN-000807,9,2023-04-13,2023-04-11,$457.64,$457.64,0,ON_TIME
LOAN-000807,10,2023-05-13,2023-05-12,$457.64,$457.64,0,ON_TIME
LOAN-000807,11,2023-06-13,2023-06-12,$457.64,$457.64,0,ON_TIME
LOAN-000807,12,2023-07-13,2023-07-12,$457.64,$457.64,0,ON_TIME
LOAN-000808,1,2022-03-22,2022-04-16,$378.47,$378.47,25,LATE_1_30
LOAN-000808,2,2022-04-22,2022-04-22,$378.47,$378.47,0,ON_TIME
LOAN-000808,3,2022-05-22,2022-05-21,$378.47,$378.47,0,ON_TIME
LOAN-000808,4,2022-06-22,2022-06-21,$378.47,$378.47,0,ON_TIME
LOAN-000808,5,2022-07-22,2022-07-20,$378.47,$378.47,0,ON_TIME
LOAN-000808,6,2022-08-22,2022-08-20,$378.47,$378.47,0,ON_TIME
LOAN-000808,7,2022-09-22,2022-09-20,$378.47,$378.47,0,ON_TIME
LOAN-000808,8,2022-10-22,2022-10-21,$378.47,$378.47,0,ON_TIME
LOAN-000808,9,2022-11-22,2022-11-22,$378.47,$378.47,0,ON_TIME
LOAN-000808,10,2022-12-22,2022-12-22,$378.47,$378.47,0,ON_TIME
LOAN-000808,11,2023-01-22,2023-01-21,$378.47,$378.47,0,ON_TIME
LOAN-000808,12,2023-02-22,2023-02-22,$378.47,$378.47,0,ON_TIME
LOAN-000809,1,2022-04-29,2022-04-29,$420.57,$420.57,0,ON_TIME
LOAN-000809,2,2022-05-29,2022-05-29,$420.57,$420.57,0,ON_TIME
LOAN-000809,3,2022-06-29,2022-06-27,$420.57,$420.57,0,ON_TIME
LOAN-000809,4,2022-07-29,2022-07-28,$420.57,$420.57,0,ON_TIME
LOAN-000809,5,2022-08-29,2022-08-29,$420.57,$420.57,0,ON_TIME
LOAN-000809,6,2022-09-29,2022-09-28,$420.57,$420.57,0,ON_TIME
LOAN-000809,7,2022-10-29,2022-11-26,$420.57,$420.57,28,LATE_1_30
LOAN-000809,8,2022-11-29,2022-11-29,$420.57,$420.57,0,ON_TIME
LOAN-000809,9,2022-12-29,2022-12-29,$420.57,$420.57,0,ON_TIME
LOAN-000809,10,2023-01-29,2023-01-27,$420.57,$420.57,0,ON_TIME
LOAN-000809,11,2023-02-28,2023-02-26,$420.57,$420.57,0,ON_TIME
LOAN-000809,12,2023-03-29,2023-03-27,$420.57,$420.57,0,ON_TIME
LOAN-000810,1,2022-09-07,2022-09-16,$155.98,$155.98,9,LATE_1_30
LOAN-000810,2,2022-10-07,2022-10-06,$155.98,$155.98,0,ON_TIME
LOAN-000810,3,2022-11-07,2022-11-05,$155.98,$155.98,0,ON_TIME
LOAN-000810,4,2022-12-07,2023-01-04,$155.98,$155.98,28,LATE_1_30
LOAN-000810,5,2023-01-07,2023-01-06,$155.98,$155.98,0,ON_TIME
LOAN-000810,6,2023-02-07,2023-02-06,$155.98,$155.98,0,ON_TIME
LOAN-000810,7,2023-03-07,2023-03-05,$155.98,$155.98,0,ON_TIME
LOAN-000810,8,2023-04-07,2023-04-07,$155.98,$155.98,0,ON_TIME
LOAN-000810,9,2023-05-07,2023-05-27,$155.98,$155.98,20,LATE_1_30
LOAN-000810,10,2023-06-07,2023-06-06,$155.98,$155.98,0,ON_TIME
LOAN-000810,11,2023-07-07,2023-09-15,$155.98,$61.45,70,LATE_31_90
LOAN-000810,12,2023-08-07,2023-08-06,$155.98,$155.98,0,ON_TIME
LOAN-000811,1,2022-08-14,2022-08-14,$455.29,$455.29,0,ON_TIME
LOAN-000811,2,2022-09-14,2022-09-13,$455.29,$455.29,0,ON_TIME
LOAN-000811,3,2022-10-14,2022-10-14,$455.29,$455.29,0,ON_TIME
LOAN-000811,4,2022-11-14,2022-11-13,$455.29,$455.29,0,ON_TIME
LOAN-000811,5,2022-12-14,2022-12-14,$455.29,$455.29,0,ON_TIME
LOAN-000811,6,2023-01-14,2023-01-14,$455.29,$455.29,0,ON_TIME
LOAN-000811,7,2023-02-14,2023-02-13,$455.29,$455.29,0,ON_TIME
LOAN-000811,8,2023-03-14,2023-03-19,$455.29,$455.29,5,LATE_1_30
LOAN-000811,9,2023-04-14,2023-06-26,$455.29,$192.19,73,LATE_31_90
LOAN-000811,10,2023-05-14,2023-05-13,$455.29,$455.29,0,ON_TIME
LOAN-000811,11,2023-06-14,2023-06-14,$455.29,$455.29,0,ON_TIME
LOAN-000811,12,2023-07-14,2023-07-13,$455.29,$455.29,0,ON_TIME
LOAN-000812,1,2022-08-17,2022-09-10,$90.66,$90.66,24,LATE_1_30
LOAN-000812,2,2022-09-17,2022-12-11,$90.66,$72.10,85,LATE_31_90
LOAN-000812,3,2022-10-17,2022-10-17,$90.66,$90.66,0,ON_TIME
LOAN-000812,4,2022-11-17,2022-11-16,$90.66,$90.66,0,ON_TIME
LOAN-000812,5,2022-12-17,2022-12-17,$90.66,$90.66,0,ON_TIME
